order_id,order_date,store_id,store_name,region,category,product_name,units_sold,unit_price,unit_cost,revenue,cost,profit,promo_flag
FB10239,2026-02-09,S05,FreshBasket Connaught,North,Grocery,Toor Dal 1kg,11,168,130,1848,1430,418,No
FB10240,2026-01-11,S03,FreshBasket Koramangala,South,Dairy,Paneer 200g,2,95,70,190,140,50,No
FB10241,2026-02-05,S03,FreshBasket Koramangala,South,Personal Care,Toothpaste 150g,9,95,62,855,558,297,No
FB10242,2026-02-27,S02,FreshBasket Bandra,West,Personal Care,Herbal Shampoo 200ml,5,161,120,805,600,205,Yes
FB10243,2026-02-03,S04,FreshBasket Indiranagar,South,Fresh Produce,Apples 1kg,8,180,130,1440,1040,400,No
FB10244,2026-02-11,S03,FreshBasket Koramangala,South,Grocery,Toor Dal 1kg,7,168,130,1176,910,266,No
FB10245,2026-02-28,S08,FreshBasket Park Street,East,Personal Care,Handwash 250ml,3,75,55,225,165,60,Yes
FB10246,2026-02-20,S01,FreshBasket Andheri,West,Grocery,Toor Dal 1kg,1,168,130,168,130,38,No
FB10247,2026-01-18,S04,FreshBasket Indiranagar,South,Beverages,Orange Juice 1L,6,120,85,720,510,210,No
FB10248,2026-01-26,S02,FreshBasket Bandra,West,Personal Care,Toothpaste 150g,8,95,62,760,496,264,No
FB10249,2026-01-02,S03,FreshBasket Koramangala,South,Personal Care,Toothpaste 150g,5,81,62,405,310,95,Yes
FB10250,2026-02-26,S01,FreshBasket Andheri,West,Dairy,Full Cream Milk 1L,4,58,46,232,184,48,No
FB10251,2026-01-27,S06,FreshBasket Saket,North,Fresh Produce,Apples 1kg,6,180,130,1080,780,300,No
FB10252,2026-01-28,S05,FreshBasket Connaught,North,Dairy,Paneer 200g,1,95,70,95,70,25,No
FB10253,2026-01-10,S05,FreshBasket Connaught,North,Dairy,Curd 400g,10,42,30,420,300,120,No
FB10254,2026-02-15,S06,FreshBasket Saket,North,Fresh Produce,Apples 1kg,11,180,130,1980,1430,550,No
FB10255,2026-01-03,S02,FreshBasket Bandra,West,Grocery,Toor Dal 1kg,7,168,130,1176,910,266,No
FB10256,2026-02-19,S04,FreshBasket Indiranagar,South,Personal Care,Herbal Shampoo 200ml,9,161,120,1449,1080,369,Yes
FB10257,2026-01-23,S07,FreshBasket Salt Lake,East,Grocery,Atta 5kg,1,260,210,260,210,50,No
FB10258,2026-01-15,S06,FreshBasket Saket,North,Dairy,Paneer 200g,1,95,70,95,70,25,No
FB10259,2026-02-01,S04,FreshBasket Indiranagar,South,Fresh Produce,Apples 1kg,9,180,130,1620,1170,450,No
FB10260,2026-01-28,S04,FreshBasket Indiranagar,South,Fresh Produce,Tomatoes 1kg,4,45,25,180,100,80,No
FB10261,2026-01-13,S03,FreshBasket Koramangala,South,Dairy,Butter 100g,2,62,48,124,96,28,No
FB10262,2026-01-24,S07,FreshBasket Salt Lake,East,Fresh Produce,Apples 1kg,8,180,130,1440,1040,400,No
FB10263,2026-01-23,S05,FreshBasket Connaught,North,Fresh Produce,Bananas 1kg,11,60,35,660,385,275,No
FB10264,2026-01-02,S03,FreshBasket Koramangala,South,Dairy,Full Cream Milk 1L,8,58,46,464,368,96,No
FB10265,2026-01-06,S07,FreshBasket Salt Lake,East,Fresh Produce,Bananas 1kg,4,60,35,240,140,100,No
FB10266,2026-01-12,S06,FreshBasket Saket,North,Dairy,Full Cream Milk 1L,8,58,46,464,368,96,No
FB10267,2026-02-14,S05,FreshBasket Connaught,North,Grocery,Toor Dal 1kg,10,168,130,1680,1300,380,No
FB10268,2026-02-24,S03,FreshBasket Koramangala,South,Dairy,Curd 400g,4,42,30,168,120,48,No
FB10269,2026-01-03,S01,FreshBasket Andheri,West,Grocery,Atta 5kg,6,260,210,1560,1260,300,No
FB10270,2026-01-06,S05,FreshBasket Connaught,North,Grocery,Basmati Rice 1kg,12,145,110,1740,1320,420,No
FB10271,2026-01-02,S07,FreshBasket Salt Lake,East,Dairy,Paneer 200g,11,95,70,1045,770,275,No
FB10272,2026-02-14,S04,FreshBasket Indiranagar,South,Dairy,Butter 100g,3,62,48,186,144,42,No
FB10273,2026-01-02,S08,FreshBasket Park Street,East,Dairy,Butter 100g,5,62,48,310,240,70,No
FB10274,2026-02-05,S01,FreshBasket Andheri,West,Grocery,Basmati Rice 1kg,12,145,110,1740,1320,420,No
FB10275,2026-01-15,S03,FreshBasket Koramangala,South,Grocery,Sunflower Oil 1L,10,155,125,1550,1250,300,No
FB10276,2026-01-27,S02,FreshBasket Bandra,West,Beverages,Green Tea 25 bags,6,165,105,990,630,360,No
FB10277,2026-01-04,S05,FreshBasket Connaught,North,Fresh Produce,Apples 1kg,7,180,130,1260,910,350,No
FB10278,2026-01-07,S01,FreshBasket Andheri,West,Personal Care,Herbal Shampoo 200ml,7,161,120,1127,840,287,Yes
FB10279,2026-02-27,S01,FreshBasket Andheri,West,Beverages,Cola 750ml,6,40,28,240,168,72,No
FB10280,2026-02-10,S04,FreshBasket Indiranagar,South,Fresh Produce,Apples 1kg,2,180,130,360,260,100,No
